■ 일별 박스오피스,,,,,,,,,,,,,,,,,,,,,
- 조회일: 2025-09-06,,,,,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2025-08-29~2025-09-05???영화구분: 전체???국적: 한국???지역: 전체 ],,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
●2025년 09월 05일(금),,,,,,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,매출액증감,매출액증감율(전일대비) ,누적매출액 ,관객수 ,관객수증감(전일대비) ,관객수증감율(전일대비) ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
,,,,점유율 ,(전일대비) ,,,,,,,,,,,,,,,,
22,검은 령,2025-08-27,"1,134,000",0.1%,"166,000",17.1%,"8,645,500",108,14,14.9%,995,23,28,한국,한국,(주)날개엔터테인먼트,"(주)제이앤씨미디어그룹,와이드 릴리즈(주)",15세이상관람가,공포(호러),김현준,"아누팜 트리파티,임도화,송승현,김병춘,서동원,김혜나,곽수진,윤준원"
23,추적,2025-08-06,"936,000",0.1%,"-607,000",-39.3%,"139,549,900",101,-105,-51.0%,"15,316",4,4,한국,한국,뉴스타파 필름,(주)엣나인필름,12세이상관람가,다큐멘터리,최승호,
24,제26회 대구단편영화제 경쟁7,,"475,000",0.0%,"475,000",100.0%,"475,000",95,95,100.0%,95,1,1,한국,한국,,,,드라마,,
25,뿌까의 짜장면파티,2022-07-04,"462,000",0.0%,"462,000",100.0%,"248,718,500",77,77,100.0%,"41,272",1,1,한국,한국,(주)에픽캔,(주)에픽캔,전체관람가,기타,박상용,"유진주,임종웅,이은정,박중언,김기영,임재홍,신지윤,김민아,이지현,김은미,엄상현"
26,대도시의 사랑법,2024-10-01,"700,000",0.1%,"700,000",100.0%,"8,305,241,930",70,70,100.0%,"879,243",1,1,한국,한국,"(주)쇼박스,주식회사 고래와 유기농",메가박스중앙(주) 플러스엠 엔터테인먼트,15세이상관람가,드라마,이언희,"김고은,박지연,허지유,방정민,노상현,정휘,오동민,김채은,권영은,서벽준,박지안,이유진,장혜진,이상이,곽동연,최유화,이용이,박성일,김중기,한현민,한요셉,채시은,정수영,신담수,최지희,엄혜수,윤미경,김솔로몬,김휘열,박대원,김근환,박재완,표영서,김소령,심영민,이서한,황대기,문경린,강전영,유지혁,전준우,임새벽,김혜성,조용환,이한성,이병희,김혜숙,이정아,장민욱,김루이,김도엽,이하주,박재광,박초은,엄채영,이서경,정동현,허애선,조하린,오상림,김자성,서승우,박준식,남다정,김성락,정소희,조용호,김덕일,이남주,김나들,주종혁,김한솔"
27,우리는 천국에 갈 순 없지만 사랑은 할 수 있겠지,2024-10-16,"650,000",0.1%,"650,000",100.0%,"61,528,900",60,60,100.0%,"6,495",2,2,한국,한국,(주)에스더블유콘텐츠,(주)메리크리스마스,15세이상관람가,드라마,한제이,"박수연,이유미,신기환,김현목,박지안"
28,수연의 선율,2025-08-06,"425,000",0.0%,"300,000",240.0%,"49,211,100",57,33,137.5%,"5,854",5,5,한국,한국,탄탄픽쳐스,(주)싸이더스,12세이상관람가,"가족,미스터리,스릴러",최종룡,"김보민,최이랑,김현정,진대연,최승원"
29,8월의 크리스마스,1998-01-24,"586,000",0.1%,"586,000",100.0%,"261,500,947",55,55,100.0%,"36,694",3,3,한국,한국,(주)우노필름,"한국영상투자개발(주),(주)싸이더스",15세 미만인 자는 관람할 수 없는 등급,"멜로/로맨스,드라마",허진호,"한석규,심은하,신구,이한위,전미선,오지혜,이용녀,김기천"
30,고양이들의 아파트,2022-03-17,"180,000",0.0%,"180,000",100.0%,"59,239,970",50,50,100.0%,"6,802",1,1,한국,한국,영화사 못,"(주)엣나인필름,(주)메타플레이",전체관람가,다큐멘터리,정재은,"김포도,이인규,김수만"
31,베를린 리포트,1991-06-08,"88,000",0.0%,"-4,000",-4.3%,"1,142,000",44,-2,-4.3%,571,1,3,한국,한국,(주)모가드코리아,(주)프리즘웍스,"연소자관람불가,15세이상관람가","드라마,전쟁",박광수,"강수연,안성기,문성근"
32,식사이론,2025-08-20,"164,000",0.0%,"-4,000",-2.4%,"12,602,000",41,-1,-2.4%,"3,149",11,12,한국,한국,"주식회사 알바트로스픽처스,데저트블룸픽처스 주식회사",롯데컬처웍스(주)롯데시네마,12세이상관람가,"코미디,판타지,드라마",,홍진기
33,전지적 독자 시점,2025-07-23,"373,500",0.0%,"69,800",23.0%,"10,048,780,760",39,10,34.5%,"1,060,734",2,2,한국,한국,리얼라이즈픽쳐스(주),롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,"판타지,액션",김병우,"안효섭,이민호,채수빈,신승호,나나,지수,권은성,박호산,최영준,이석,정성일,조성희,은수,이유진,문우진,정찬훈,노정현"
33,헤어질 결심,2022-06-29,"390,000",0.0%,"20,000",5.4%,"19,785,223,678",39,2,5.4%,"1,908,849",1,1,한국,한국,모호필름,(주)씨제이이엔엠,15세이상관람가,"미스터리,멜로/로맨스",박찬욱,"박해일,탕웨이,이정현,고경표,김신영,정영숙,유승목,서현우,정이서,이학주,정소리,신안진,김도연,고민시,차서원,주인영,윤성원,최선자,진용욱,안진상,박정민,박용우,정하담,최대훈,김미화,곽은진,안성봉,김성곤,문순주,현직,한서울,김도담,문정대,유인혜,권혁성,차상도,강경수,유태오,이지하,전성애,이경민,이용녀,김귀례,김도담,유다솜,김민준,김국진,김상현"
35,에디 앨리스: 테이크,,"365,000",0.0%,"365,000",100.0%,"365,000",37,37,100.0%,37,1,1,한국,한국,,,,다큐멘터리,김일란,
35,여름이 지나가면,2025-07-09,"310,000",0.0%,"-301,000",-49.3%,"88,237,300",37,-41,-52.6%,"9,716",4,4,한국,한국,㈜스튜디오 하이파이브,(주)엣나인필름,15세이상관람가,드라마,장병기,"이재준,최현진,최우록,고서희,강길우"
37,제42회 부산국제단편영화제 순회상영회 '찾아가는 부산국제단편영화제'국내수상작,,"276,000",0.0%,"276,000",100.0%,"276,000",36,36,100.0%,36,2,2,한국,한국,,,,"드라마,애니메이션,다큐멘터리",,
38,호루몽,,"170,000",0.0%,"170,000",100.0%,"170,000",34,34,100.0%,34,1,1,한국,"한국,일본",,,,다큐멘터리,,
39,수능 창시자; 한국 교육의 프랑켄슈타인,,"160,000",0.0%,"160,000",100.0%,"160,000",32,32,100.0%,32,1,1,한국,한국,,,,다큐멘터리,,
40,나그네는 길에서도 쉬지 않는다,1988-06-11,"207,000",0.0%,"207,000",100.0%,"207,000",31,31,100.0%,31,1,1,한국,한국,판영화사(주),,미성년자관람불가,멜로/로맨스,이장호,"고설봉,추석양,이보희,김명곤"
41,핑크문,,"135,000",0.0%,"135,000",100.0%,"135,000",27,27,100.0%,27,1,1,한국,한국,,,,다큐멘터리,윤한석,
42,1980 사북,,"130,000",0.0%,"130,000",100.0%,"2,785,000",26,26,100.0%,368,1,1,한국,한국,,(주)엣나인필름,12세이상관람가,다큐멘터리,박봉남,
43,파기상접: 깨진 그릇 붙이기,,"115,000",0.0%,"115,000",100.0%,"1,263,000",23,23,100.0%,187,1,1,한국,한국,,,,다큐멘터리,,
44,메릴 스트립 프로젝트,,"110,000",0.0%,"110,000",100.0%,"2,230,000",22,22,100.0%,234,1,1,한국,한국,,,,다큐멘터리,,
44,스피릿 핑거스! 3화,2025-08-27,"154,000",0.0%,"84,000",120.0%,"448,000",22,12,120.0%,64,2,2,한국,한국,주식회사 넘버쓰리픽쳐스,주식회사 넘버쓰리픽쳐스,12세이상관람가,"드라마,멜로/로맨스",이철하,"박지후,조준영,최보민,박유나"
46,씨그널: 바다의 마지막 신호,2025-07-16,"56,500",0.0%,"-662,500",-92.1%,"21,838,360",17,-56,-76.7%,"2,423",1,1,한국,한국,"(주)보더레스랩,주식회사 망그로브","(주)보더레스랩,(주)스튜디오디에이치엘",전체관람가,다큐멘터리,"박정례,이지윤",
46,봄날은 간다,2001-09-28,"170,000",0.0%,"170,000",100.0%,"81,092,000",17,17,100.0%,"12,765",2,2,한국,한국,"(주)싸이더스,싸이더스 우노 필름",(주)시네마서비스,15세관람가,드라마,허진호,"유지태,이영애,김태진,김명인,권희영,이범수,민현선,임승민,박성희,이숙영,김정,이영옥,박인환,엄효섭,신신애,손영순"
48,케이 넘버,2025-05-14,"73,000",0.0%,"73,000",100.0%,"53,024,300",15,15,100.0%,"6,241",1,1,한국,한국,선보필름,(주)마노엔터테인먼트,12세이상관람가,다큐멘터리,조세영,
49,스피릿 핑거스! 4화,2025-08-27,"91,000",0.0%,"14,000",18.2%,"413,000",13,2,18.2%,59,2,2,한국,한국,주식회사 넘버쓰리픽쳐스,주식회사 넘버쓰리픽쳐스,12세이상관람가,"드라마,멜로/로맨스",이철하,"박지후,조준영,최보민,박유나"
50,담쟁이,2020-10-28,"124,000",0.0%,"124,000",100.0%,"35,009,130",12,12,100.0%,"4,402",1,1,한국,한국,"다이노(DIE NO),(주)조이컴퍼니",(주)트리플픽쳐스,15세이상관람가,"가족,드라마",한제이,"우미화,이연,김보민,최정화,안민영,황미영,이다영,윤동하,김지민,최우정,조윤정,조은경,최선영,박정민,박지훈,권수진,신희철,이현미,이윤희,강숙,서유성,박진훈,유안,엄옥란,김아람,이준서,정현,서석규,강학수,정수지,곽수정,하승연,이관헌,문수영,임윤비,전희련,김완수,고관재,김윤미,최우정,정수지,장근영,곽민호,조준형,박지안,곽진,박혜영,이원희,김한솔,김종재"
51,노이즈,2025-06-25,"80,000",0.0%,"64,000",400.0%,"16,758,696,110",10,8,400.0%,"1,707,614",4,4,한국,한국,(주)화인컷,(주)바이포엠스튜디오,15세이상관람가,"공포(호러),스릴러",김수진,"이선빈,김민석,한수아,류경수,전익령,백주희,안석현,이은미"
52,야당: 익스텐디드 컷,2025-08-06,"66,000",0.0%,"-130,000",-66.3%,"244,236,020",8,-17,-68.0%,"27,231",4,4,한국,한국,(주)하이브미디어코프,메가박스중앙(주) 플러스엠 엔터테인먼트,청소년관람불가,"범죄,액션",황병국,"강하늘,유해진,박해준,류경수,채원빈"
53,인디스데이 8월 단편,,"25,000",0.0%,"13,000",108.3%,"145,000",5,3,150.0%,21,1,1,한국,한국,,,,드라마,,
53,오키나와 블루노트,2025-07-23,"32,000",0.0%,"32,000",100.0%,"6,806,920",5,5,100.0%,739,1,1,한국,한국,(주)와우,(주)와우,15세이상관람가,드라마,조성규,"김동완,황승언"
55,우리 둘 사이에,2025-07-30,"31,000",0.0%,"23,000",287.5%,"24,235,100",4,3,300.0%,"2,841",2,2,한국,한국,(주)영화사진,㈜인디스토리,12세이상관람가,드라마,성지혜,"김시은,설정환,오지후,강말금"
56,녹턴,2022-08-18,"6,000",0.0%,"2,000",50.0%,"81,978,100",3,1,50.0%,"11,624",1,3,한국,한국,포이에티케,(주)시네마달,12세이상관람가,다큐멘터리,정관조,"은성호,은건기,손민서"
56,봄밤,2025-07-09,"21,000",0.0%,"-61,000",-74.4%,"77,119,400",3,-4,-57.1%,"8,966",1,1,한국,한국,월원영화사,(주)시네마달,15세이상관람가,드라마,강미자,"한예리,김설진,김선재,정명원,김승환,오다민"
56,하이파이브,2025-05-30,"22,000",0.0%,"-38,600",-63.7%,"17,543,170,920",3,-9,-75.0%,"1,893,282",2,2,한국,한국,(주)안나푸르나필름,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"코미디,액션",강형철,"이재인,안재홍,유아인,라미란,김희원,김수혁,오정세,신구,박진영,진희경,장광,박형수,유승목,안승균,오하늬,김원해,이동휘,현봉식,정다원,윤지수,문도선,박병렬,이태영,강효준,김종태,임채선,이환진,노익현,류경환,장준현,박우준,이규영,최은경,임한나,배한용,이승철,김희상,임서영,최동구,김태순,송병훈,윤정로,최원,김기남,한주미,황지아,나진수,김우택,유진호,김영조,김봉희,박경현,박복만,박노아,김민규"
59,일과 날,2025-07-16,"16,000",0.0%,"-15,000",-48.4%,"12,343,400",2,-5,-71.4%,"1,426",1,1,한국,한국,비우무비,스튜디오 에이드,전체관람가,다큐멘터리,"박민수,안건형",
59,백! 스테이지,,"10,000",0.0%,"-5,000",-33.3%,"29,885,000",2,-1,-33.3%,"5,859",1,1,한국,한국,"(주)씨제이이엔엠,주식회사 스튜디오제로백",씨제이 씨지브이(CJ CGV)(주),12세이상관람가,드라마,방성준,"윤호,배재영,최문기,이상희"
59,비밀의 화원,2025-07-23,"10,000",0.0%,"-55,000",-84.6%,"8,582,000",2,-14,-87.5%,"1,433",1,1,한국,한국,㈜스튜디오 하이파이브,미디어나무(주),12세이상관람가,드라마,김성환,"박정학,최나린,서대원"
59,815사수작전,2025-08-14,"12,000",0.0%,"5,000",71.4%,"3,578,500",2,1,100.0%,410,1,1,한국,한국,(주)하이씨씨,시네마 뉴원,12세이상관람가,코미디,손병조,"김인권,노영학"
63,아이 캔 스피크,2017-09-21,"8,000",0.0%,"-461,000",-98.3%,"25,589,044,886",1,-69,-98.6%,"3,288,622",1,1,한국,한국,주식회사 영화사 시선,"(주)마노엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스",12세이상관람가,코미디,김현석,"나문희,이제훈,박철민,염혜란,성유빈,김소진,이상희,정연주,이지훈,손숙,이재인,최수인,이대연,박준서,이정현,홍상원,황연희,우지현,이신성,우상기,이정현,손성찬,정원창,김자영,김경덕,손경원,설창희,정태야,추연규,이승민,이범규,김선경"
63,청춘쌍곡선,1956-04-10,"2,000",0.0%,"2,000",100.0%,"3,130,000",1,1,100.0%,"1,565",1,1,한국,한국,다이에 스튜디오,,전체관람가,코미디,한형모,"황해남,지학자"
65,2025 로컬-시내(Cin?) : 지역영화 교류전 - 섹션3 DREAMERS,,0,0.0%,0,100.0%,0,0,0,100.0%,0,1,1,한국,한국,,,,"가족,드라마,코미디,스릴러",,
65,2025 로컬-시내(Cin?) : 지역영화 교류전 - 섹션4 REALITY,,0,0.0%,0,100.0%,0,0,0,100.0%,0,1,1,한국,한국,,,,"드라마,가족,다큐멘터리",,
합계,,,"1,057,831,890",,,,"175,661,829,368","106,490",,,"18,980,224","1,866","3,656",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
●2025년 08월 29일(금),,,,,,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,매출액증감,매출액증감율(전일대비) ,누적매출액 ,관객수 ,관객수증감(전일대비) ,관객수증감율(전일대비) ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
,,,,점유율 ,(전일대비) ,,,,,,,,,,,,,,,,
1,좀비딸,2025-07-30,"342,480,970",69.0%,"86,001,780",33.5%,"49,085,882,530","35,789","7,839",28.0%,"5,184,022",814,"2,215",한국,한국,스튜디오엔(주),(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"코미디,드라마",필감성,"조정석,이정은,조여정,윤경호,최유리,이주미"
2,악마가 이사왔다,2025-08-13,"41,600,640",8.4%,"3,898,340",10.3%,"3,856,256,790","4,564",377,9.0%,"406,053",357,455,한국,한국,(주)외유내강,(주)씨제이이엔엠,12세이상관람가,"미스터리,코미디",이상근,"임윤아,안보현,성동일,주현영"
3,온리 갓 노우즈 에브리띵,2025-08-22,"13,325,200",2.7%,"39,000",0.3%,"180,276,020","1,606",-71,-4.2%,"20,467",109,115,한국,한국,(주)백그림,(주)트리플픽쳐스,15세이상관람가,"미스터리,스릴러",백승환,"신승호,한지은,박명훈,전소민,이중옥,이지현,유성주,신서우,정은경,이재환,유지혁,김일현,유병훈,이병수,송동환,백주환,이창주,남중규,유재명,양권석,이윤화,주상현,배성민,황원규,강해빈"
4,백산 - 의령에서 발해까지,2025-02-05,"9,728,000",2.0%,"3,049,000",45.7%,"119,845,000","1,309",232,21.5%,"17,856",29,30,한국,한국,(주)KNN,(주)드림팩트엔터테인먼트,전체관람가,다큐멘터리,진재운,
5,독립군: 끝나지 않은 전쟁,2025-08-13,"11,147,100",2.2%,"1,085,600",10.8%,"349,883,120","1,230",153,14.2%,"38,736",64,69,한국,한국,"주식회사 블루필름웍스,제니필름",주식회사 블루필름웍스,전체관람가,다큐멘터리,문승욱,조진웅
6,킹 오브 킹스,2025-07-16,"8,294,600",1.7%,"2,559,700",44.6%,"12,111,607,876",915,281,44.3%,"1,283,405",62,64,한국,한국,(주)모팩스튜디오,(주)디스테이션,전체관람가,애니메이션,장성호,"이병헌,진선규,이하늬,양동근,차인표,권오중,장광,피어스 브로스넌,오스카 아이삭,케네스 브래너,우마 서먼,마크 해밀,포레스트 휘테커,벤 킹슬리,로만 그리핀 데이비스"
7,엔하이픈 브이알콘서트 : 이머전,2025-08-08,"25,971,000",5.2%,"8,778,000",51.1%,"511,272,000",787,266,51.1%,"15,784",1,9,한국,한국,(주)어메이즈브이알코리아,(주)어메이즈브이알코리아,전체관람가,드라마,김경국,
8,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,"4,430,500",0.9%,"1,070,700",31.9%,"2,044,399,430",717,163,29.4%,"222,225",22,23,한국,한국,더핑크퐁컴퍼니(주),(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,변희선,"조경이,엠머슨브룩김,이현경,김해나,강은애"
9,식스데이즈,2025-08-13,"15,026,000",3.0%,"11,968,000",391.4%,"966,340,000",683,544,391.4%,"44,104",31,35,한국,한국,(주)MBC,"씨지브이 아이스콘,씨제이포디플렉스 주식회사",전체관람가,"드라마,다큐멘터리",,
10,지리멸렬,,"972,000",0.2%,"-32,500",-3.2%,"4,571,500",324,-11,-3.3%,"1,525",73,92,한국,한국,한국영화아카데미,㈜인디스토리,12세이상관람가,코미디,봉준호,"유연수,윤일주,김뢰하,신동환"
11,다른 것으로 알려질 뿐이지,2025-08-27,"2,834,500",0.6%,"1,307,200",85.6%,"14,342,050",270,112,70.9%,"1,420",24,24,한국,한국,(주)보더리스필름,영화로운 형제,15세이상관람가,"드라마,멜로/로맨스",조희영,"공민정,정보람,정회린,감동환,류세일,유의태"
12,추적,2025-08-06,"1,543,000",0.3%,"441,000",40.0%,"138,613,900",206,77,59.7%,"15,215",4,4,한국,한국,뉴스타파 필름,(주)엣나인필름,12세이상관람가,다큐멘터리,최승호,
13,꼬마마법사 주니토니,2025-07-26,"1,402,000",0.3%,"1,087,000",345.1%,"507,856,800",203,156,331.9%,"58,285",7,7,한국,한국,,"씨제이 씨지브이(CJ CGV)(주),와이드 릴리즈(주)",전체관람가,애니메이션,서동해,"김연우,김은아,정재헌,엄상현,한만중,장미,이소영,홍소영,이민규,김단"
14,첫여름,,"564,000",0.1%,"99,000",21.3%,"47,829,000",188,33,21.3%,"15,123",28,32,한국,한국,한국영화아카데미,한국영화아카데미,15세이상관람가,드라마,허가영,"허진,정인기"
15,바다호랑이,2025-06-25,"1,620,000",0.3%,"1,620,000",100.0%,"189,970,900",180,180,100.0%,"21,291",1,1,한국,한국,"(주)영화사침,(주)굿프로덕션",영화로운 형제,15세이상관람가,드라마,정윤철,"이지훈,손성호,김영택,김채원,길정석,박소윤,고경희,박민선,김귀선,우연서,홍정혜,이승훈,문성복,이성하,김동훈,조하석,조인,조마리,이기영,박호산,김중기,황재희,배보람,최수빈,권기대,김현민,신현실,윤지원,최규선,박문지,박지훈,진현광,전경화,손광수,이병철,손인찬,전선우,윤지영,차은수"
16,싱크홀,2021-08-11,"1,106,000",0.2%,"1,106,000",100.0%,"21,396,758,690",158,158,100.0%,"2,195,841",2,2,한국,한국,(주)더타워픽쳐스,(주)쇼박스,12세이상관람가,코미디,김지훈,"차승원,이창윤,김성균,이광수,권소현,김혜준,김재화,박옥출,남다름,정영숙,이학주,한태린,김건우,오자훈,나철,김병철,전승재,김경환,박민준,나현민,윤돈선,정서인,정윤하,이두열,어성욱,김태훈,김준혁,장영,이건구,정용락,유현,안용우,윤기현,조제웅,정용태,이상욱,안성봉,김동현,김왕도,오재세,박민지,황여진,김명희,이순화,이주미,송경아,전은미,권정숙,이경태,최지명,권오철,최민혁,김귀례,정우근,장광,김홍파,고창석"
17,"초혼, 다시 부르는 노래",2025-03-19,"1,672,000",0.3%,"1,672,000",100.0%,"241,817,800",152,152,100.0%,"26,171",1,1,한국,한국,주식회사 제이오엔터테인먼트코리아,커넥트픽쳐스(주),15세이상관람가,드라마,조정래,"조우주,김정연,정리노,윤동원,박철민,김동완,홍순철,민하은,리우진,최용석,이나리,김하진,김혁종,구본진,김영웅,남태우,김진영,임성철,박도영,신연미,박지희,김준형,서문경,김최용준,김예지,박민선,심형탁,김병춘,정무성,권형준,이봉하,장관배,박소을,양진억,장세아,김진휘,박근태"
18,무명 無名,2025-06-25,"1,359,000",0.3%,"1,359,000",100.0%,"643,760,500",151,151,100.0%,"68,041",1,1,한국,한국,재단법인 온누리선교재단(CGNTV),커넥트픽쳐스(주),12세이상관람가,다큐멘터리,유진주,"하정우,김중희"
19,카운트,2023-02-22,"1,500,000",0.3%,"1,500,000",100.0%,"3,786,214,091",150,150,100.0%,"398,692",2,2,한국,한국,(주)필름케이,(주)씨제이이엔엠,12세이상관람가,드라마,권혁재,"진선규,성유빈,고창석,오나라,장동주,고규필,이종화,최형태,추정훈,태인호,차순배,이준혁,이홍내,이일화,박성근,김한종,이윤희,김지창,한태경,김욱인,우정원,한철우,전승재,전승재,임정민,강남욱"
20,고고다이노 극장판: 게코도마뱀의 꿈,2025-07-30,"1,152,000",0.2%,"-1,075,000",-48.3%,"567,166,700",147,-166,-53.0%,"61,760",17,17,한국,한국,(주)모꼬지,(주)모꼬지,전체관람가,애니메이션,이원재,"임승미,원옥화,진양욱,조영철,우정민"
21,강령: 귀신놀이,2025-08-06,"1,590,500",0.3%,"817,500",105.8%,"701,839,300",136,64,88.9%,"71,921",25,28,한국,한국,(주)이오콘텐츠그룹,(주)스튜디오디에이치엘,15세이상관람가,"공포(호러),미스터리,스릴러",손동완,"김예림,이찬형,서동현,오소현,김은비,박서연,이다은,윤별하,유승아,정상훈,이진주,윤혜진,조수경,윤대성,노상현,김용선,구민혁,이경현,손평형,김지예,조예명,박승렬,김민호,손호은,김도훈,김진주,임세령,정유진,백가은,유영현"
22,"괜찮아, 앨리스",2024-11-13,"607,000",0.1%,"607,000",100.0%,"205,500,000",99,99,100.0%,"22,951",2,2,한국,한국,오마이뉴스,미디어나무(주),전체관람가,다큐멘터리,양지혜,"이주연,황하름,오연호,김혜일,김민지,성의준,박선하,박태준,정병오,정수완,성종호,이순영,이준희,이완수,황인근,국세은,안재운"
23,검은 령,2025-08-27,"968,000",0.2%,"505,000",109.1%,"7,511,500",94,47,100.0%,887,26,32,한국,한국,(주)날개엔터테인먼트,"(주)제이앤씨미디어그룹,와이드 릴리즈(주)",15세이상관람가,공포(호러),김현준,"아누팜 트리파티,임도화,송승현,김병춘,서동원,김혜나,곽수진,윤준원"
24,수상한 그녀,2014-01-22,"534,000",0.1%,"534,000",100.0%,"62,744,867,849",89,89,100.0%,"8,664,154",1,1,한국,한국,"(주)예인플러스엔터테인먼트,아이앤코스모스(주)시네와이즈필름",(주)씨제이이엔엠,15세이상관람가,드라마,황동혁,"심은경,나문희,박인환,성동일,이진욱,김현숙,황정민,김슬기,박형우,신재훈,박인환,이태식,박재홍,서진호,양태규,정상원,정은임,정종혁,조명행,진영,한상경,한흥석,김경아,이주희,김동욱,김동희,김민준,김선하,김순찬,김영웅,김용진,김재섭,김정원,박선희,한지은,김수현,황영희,장광,전우재,강필선,김가희,황승언,임현성,정인기,이상희,하연주,박혜진,김남순,조혜선"
25,여름이 지나가면,2025-07-09,"611,000",0.1%,"-667,000",-52.2%,"87,927,300",78,-27,-25.7%,"9,679",7,8,한국,한국,㈜스튜디오 하이파이브,(주)엣나인필름,15세이상관람가,드라마,장병기,"이재준,최현진,최우록,고서희,강길우"
26,아이 캔 스피크,2017-09-21,"469,000",0.1%,"-1,625,000",-77.6%,"25,589,036,886",70,-175,-71.4%,"3,288,621",3,3,한국,한국,주식회사 영화사 시선,"(주)마노엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스",12세이상관람가,코미디,김현석,"나문희,이제훈,박철민,염혜란,성유빈,김소진,이상희,정연주,이지훈,손숙,이재인,최수인,이대연,박준서,이정현,홍상원,황연희,우지현,이신성,우상기,이정현,손성찬,정원창,김자영,김경덕,손경원,설창희,정태야,추연규,이승민,이범규,김선경"
26,나를 죽여줘,2022-10-19,"350,000",0.1%,"350,000",100.0%,"40,429,296",70,70,100.0%,"4,754",1,1,한국,한국,"(주)영화사이다,환상의빛(주)",(주)트리플픽쳐스,15세이상관람가,드라마,최익환,"임채은,장현성,안승균,이일화,김국희,양희준,전민우,송재룡,김대곤,김선화,김재희,김진수,노경,류지훈,김종태,신준철,장준혁,이형준,서영탁(서동근),강은지,김두현,최유정,이규영,김도원,정주영,김혜연,한동욱,김경희,김준형,김 환,조문주,김용진,이찬수,이충인,김지현,김희수,이유진,김혜정,조수진,윤민희,김민영,조현서"
28,베를린 리포트,1991-06-08,"92,000",0.0%,"92,000",100.0%,"1,054,000",46,46,100.0%,527,1,3,한국,한국,(주)모가드코리아,(주)프리즘웍스,"연소자관람불가,15세이상관람가","드라마,전쟁",박광수,"강수연,안성기,문성근"
29,쫑알쫑알 똘똘이: 이상한 마을 대모험,2025-04-30,"301,000",0.1%,"301,000",100.0%,"373,849,100",43,43,100.0%,"40,759",1,1,한국,한국,(주)크레이지버드스튜디오,(주)크레이지버드스튜디오,전체관람가,"애니메이션,코미디,가족",이상호,
30,식사이론,2025-08-20,"168,000",0.0%,"-20,000",-10.6%,"12,438,000",42,-5,-10.6%,"3,108",13,14,한국,한국,"주식회사 알바트로스픽처스,데저트블룸픽처스 주식회사",롯데컬처웍스(주)롯데시네마,12세이상관람가,"코미디,판타지,드라마",,홍진기
31,대가족,2024-12-11,"210,000",0.0%,"210,000",100.0%,"3,097,428,600",35,35,100.0%,"354,290",1,1,한국,한국,게니우스 유한회사,롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,"드라마,코미디",양우석,"김윤석,이승기,김성령,강한나,박수영,김시우,윤채나,심희섭,길해연,이순재,강명환,이보람,이중현"
32,극장판 다이노맨: 공룡산의 비밀,2025-07-25,"163,000",0.0%,"-492,000",-75.1%,"62,609,750",32,-96,-75.0%,"9,155",2,2,한국,한국,"(주)스튜디오버튼 ,(주)플레이그램",(주)플레이그램,전체관람가,애니메이션,김호락,
32,국제시장,2014-12-17,"192,000",0.0%,"192,000",100.0%,"110,967,380,230",32,32,100.0%,"14,267,611",1,1,한국,한국,"(주)제이케이필름,(주)씨제이이엔엠",(주)씨제이이엔엠,12세이상관람가,드라마,윤제균,"황정민,김윤진,오달수,정진영,장영남,라미란,김슬기,정영기,맹세창,김동원,김현중,김지영,황창기,박재우,박찬희,김예빈,김재철,김하연,김재현,이소영,류경현,황인준,이종석,이진희,전희경,박재언,유재상,김선영,정윤호,박길수,박영수,김근영,허동원,현봉식,강신철,손영순,박혜진,유정호,남진복,신정섭"
34,THE 자연인,2025-08-20,"312,500",0.1%,"-121,600",-28.0%,"11,948,200",30,-25,-45.5%,"1,338",8,8,한국,한국,스톤워크,스톤워크,12세이상관람가,"코미디,미스터리",노영석,"변재신,정용훈,신운섭,이란희"
35,전지적 독자 시점,2025-07-23,"303,700",0.1%,"87,700",40.6%,"10,048,407,260",29,7,31.8%,"1,060,695",2,2,한국,한국,리얼라이즈픽쳐스(주),롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,"판타지,액션",김병우,"안효섭,이민호,채수빈,신승호,나나,지수,권은성,박호산,최영준,이석,정성일,조성희,은수,이유진,문우진,정찬훈,노정현"
